Counter,Demand_el [MWh],Demand_th [MWh],Sol_irradiation [Wh/sqm],Wind_power [kW/unit],Charging [-],Dicharging [-],Mobility_bev [MWh],Mobility_car [km]
2587.0000000000,1.5679772900,10.8224489800,24.4225146000,148.0721909000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2588.0000000000,1.5374647960,10.7285714300,0.0000000000,57.7394176700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2589.0000000000,1.4712957720,10.6346938800,0.0000000000,95.4573799000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2590.0000000000,1.2954752210,11.1979591800,0.0000000000,15.6181118600,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2591.0000000000,1.0082444980,11.1040816300,0.0000000000,6.1817598820,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2592.0000000000,0.7613966650,11.1979591800,0.0000000000,18.7635625200,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2593.0000000000,0.5763871930,11.1040816300,0.0000000000,21.9090131800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2594.0000000000,0.4996882800,11.1979591800,0.0000000000,74.0385710900,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2595.0000000000,0.5123944920,11.6673469400,0.0000000000,41.4402642600,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2596.0000000000,0.5258481270,11.9489795900,0.0000000000,12.4726612000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2597.0000000000,0.5537226530,11.6673469400,0.0000000000,9.3272105410,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2598.0000000000,0.4827833030,12.4183673500,45.5357664600,2.5760261680,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2599.0000000000,0.6333013470,12.5122449000,200.5140962000,1.7181759880,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2600.0000000000,0.9906140800,12.4183673500,201.7813549000,33.2906875500,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2601.0000000000,1.2791637870,11.8551020400,544.4429400000,15.6181118600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2602.0000000000,1.4352875120,11.1979591800,824.0788876000,1.2892508980,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2603.0000000000,1.5907297620,11.1979591800,956.7824457000,2.1471010780,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2604.0000000000,1.5468735480,10.5408163300,1043.8494130000,12.4726612000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2605.0000000000,1.3715586070,10.0714285700,1012.1660070000,9.3272105410,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2606.0000000000,1.2222716150,9.7897959180,913.8238774000,15.6181118600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2607.0000000000,1.1108614440,9.8836734690,766.9228940000,95.4573799000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2608.0000000000,1.0367565330,9.6959183670,571.0807709000,148.0721909000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2609.0000000000,1.1118946480,9.7897959180,344.3806277000,134.9184882000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2610.0000000000,1.3102918060,9.7897959180,122.9625356000,33.2906875500,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2611.0000000000,1.3804617490,9.8836734690,21.8883145200,33.2906875500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2612.0000000000,1.4295499320,9.6959183670,0.0000000000,12.4726612000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2613.0000000000,1.4335068840,10.2591836700,0.0000000000,0.0024756290,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2614.0000000000,1.3223824920,10.6346938800,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2615.0000000000,1.0346241750,10.2591836700,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2616.0000000000,0.8040877760,9.9775510200,0.0000000000,0.8603258090,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2617.0000000000,0.6861926010,8.4755102040,0.0000000000,0.8603258090,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2618.0000000000,0.6493050180,10.1653061200,0.0000000000,1.7181759880,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2619.0000000000,0.6951177250,11.1040816300,0.0000000000,0.4314007190,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2620.0000000000,0.8673770200,11.0102040800,0.0000000000,1.7181759880,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2621.0000000000,1.2851431800,11.0102040800,0.0645885560,1.7181759880,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2622.0000000000,1.9608366390,11.9489795900,24.6162802700,9.3272105410,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2623.0000000000,2.4645785650,13.1693877600,207.8951010000,9.3272105410,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2624.0000000000,2.6878165870,13.1693877600,447.2423913000,18.7635625200,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2625.0000000000,2.7622732270,12.0428571400,678.4507843000,148.0721909000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2626.0000000000,2.8822128280,10.5408163300,870.3886692000,300.7105055000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2627.0000000000,2.9994045450,9.6020408160,999.0850342000,653.7098459000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2628.0000000000,2.9587578590,8.7571428570,1041.9363570000,733.7715276000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2629.0000000000,2.8823227430,8.7571428570,990.1529711000,653.7098459000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2630.0000000000,2.8320694570,8.7571428570,880.7286594000,733.7715276000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2631.0000000000,2.7628667700,8.6632653060,677.5945363000,864.3989433000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2632.0000000000,2.5918385270,7.9122448980,484.8708832000,773.8023685000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2633.0000000000,2.4978829080,7.7244897960,321.7087664000,813.8332093000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2634.0000000000,2.4376273280,7.2551020410,129.7330898000,533.6173233000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2635.0000000000,2.4503555220,7.4428571430,37.6102234400,279.6931761000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2636.0000000000,2.3570593960,7.5367346940,0.0000000000,148.0721909000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2637.0000000000,2.2372077270,8.1000000000,0.0000000000,148.0721909000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2638.0000000000,1.9029112630,9.3204081630,0.0000000000,65.8889943800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2639.0000000000,1.4631840210,9.2265306120,0.0000000000,6.1817598820,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2640.0000000000,1.1808555220,8.4755102040,0.0000000000,0.4314007190,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2641.0000000000,1.0324258690,8.0061224490,0.0000000000,12.4726612000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2642.0000000000,0.9520557850,7.6306122450,0.0000000000,33.2906875500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2643.0000000000,0.9673999640,7.8183673470,0.0000000000,9.3272105410,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2644.0000000000,1.1023100320,9.0387755100,0.0000000000,2.5760261680,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2645.0000000000,1.4332211040,10.6346938800,2.6633771900,21.9090131800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2646.0000000000,2.0319958190,11.7612244900,35.0760233600,25.1411108500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2647.0000000000,2.5403981550,10.8224489800,186.3863368000,57.7394176700,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2648.0000000000,2.7888947180,10.0714285700,372.5332507000,195.6238585000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2649.0000000000,2.8522499100,10.0714285700,623.7409835000,503.0511033000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2650.0000000000,3.0263118160,9.6020408160,804.2365154000,653.7098459000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2651.0000000000,3.2500774320,9.1326530610,933.2825214000,813.8332093000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2652.0000000000,3.2669384420,8.4755102040,997.9720147000,915.2809597000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2653.0000000000,3.1817540670,8.4755102040,938.9791298000,1757.1987850000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2654.0000000000,3.0216733900,8.2877551020,913.0860640000,1841.1512060000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2655.0000000000,2.8973371760,8.0061224490,776.8509241000,1934.4468820000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2656.0000000000,2.7038202580,8.0061224490,586.3216618000,1934.4468820000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2657.0000000000,2.6256264970,8.5693877550,357.5783994000,1693.7513980000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2658.0000000000,2.5512358060,9.2265306120,132.3035555000,1557.0202470000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2659.0000000000,2.5306596580,9.6959183670,22.0174916300,813.8332093000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2660.0000000000,2.4426174840,9.7897959180,0.0000000000,653.7098459000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2661.0000000000,2.2975512400,10.2591836700,0.0000000000,503.0511033000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2662.0000000000,1.9654091160,10.9163265300,0.0000000000,1335.1586340000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2663.0000000000,1.5772761270,11.5734693900,0.0000000000,1598.5803180000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2664.0000000000,1.2135443390,10.1653061200,0.0000000000,258.6758467000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2665.0000000000,1.0730725560,9.2265306120,0.0000000000,258.6758467000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2666.0000000000,1.0008142220,8.2877551020,0.0000000000,613.6790050000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2667.0000000000,1.0657741780,8.1938775510,0.0000000000,1067.9270090000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2668.0000000000,1.2121374230,8.5693877550,0.0000000000,382.3801780000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2669.0000000000,1.5555128930,10.0714285700,2.6633771900,279.6931761000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2670.0000000000,2.1782711310,10.8224489800,24.0995718200,237.6585173000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2671.0000000000,2.6409486930,11.9489795900,18.6436403300,216.6411879000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2672.0000000000,2.8916655450,12.2306122400,29.2971490900,237.6585173000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2673.0000000000,2.9994924770,11.5734693900,42.6140350400,134.9184882000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2674.0000000000,3.1101991910,10.9163265300,258.9861222000,95.4573799000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2675.0000000000,3.2041328260,9.0387755100,489.1099800000,279.6931761000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2676.0000000000,3.1345564270,8.1938775510,120.9972211000,300.7105055000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2677.0000000000,3.0495479160,7.9122448980,502.6862507000,195.6238585000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2678.0000000000,2.9067898940,7.7244897960,385.2977482000,41.4402642600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2679.0000000000,2.7347724130,7.8183673470,451.9754009000,41.4402642600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2680.0000000000,2.5611281850,7.5367346940,425.0660685000,82.3036771400,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2681.0000000000,2.5165245470,7.1612244900,357.2504688000,57.7394176700,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2682.0000000000,2.4722506550,6.8795918370,139.7530221000,65.8889943800,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2683.0000000000,2.4559392210,7.2551020410,24.6808688200,0.8603258090,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2684.0000000000,2.3818562930,7.5367346940,0.0000000000,2.1471010780,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2685.0000000000,2.3057069570,8.5693877550,0.0000000000,18.7635625200,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2686.0000000000,1.9516477180,9.7897959180,0.0000000000,33.2906875500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2687.0000000000,1.5554909090,9.6020408160,0.0000000000,25.1411108500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2688.0000000000,1.2474202410,9.4142857140,0.0000000000,1.2892508980,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2689.0000000000,1.0936487040,9.0387755100,0.0000000000,1.7181759880,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2690.0000000000,1.0264244920,8.1938775510,0.0000000000,57.7394176700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2691.0000000000,1.0987048090,8.6632653060,0.0000000000,49.5898409700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2692.0000000000,1.2396382360,8.4755102040,0.0000000000,33.2906875500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2693.0000000000,1.5487640920,9.9775510200,2.6633771900,3.0363092240,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2694.0000000000,2.1547052860,9.8836734690,21.3070175200,18.7635625200,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2695.0000000000,2.6147448800,10.7285714300,58.5942981900,74.0385710900,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2696.0000000000,2.8162856170,11.9489795900,111.8618420000,95.4573799000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2697.0000000000,2.8681656490,11.4795918400,162.4660086000,21.9090131800,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2698.0000000000,2.9468870040,10.1653061200,240.8790521000,41.4402642600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2699.0000000000,3.0177823870,10.2591836700,612.8803977000,57.7394176700,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2700.0000000000,2.9457658670,8.1938775510,887.9650224000,121.7647854000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2701.0000000000,2.8999751440,8.4755102040,943.0430479000,279.6931761000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2702.0000000000,2.7568873760,9.1326530610,863.7426684000,412.5479093000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2703.0000000000,2.7052711400,10.1653061200,758.1242738000,503.0511033000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2704.0000000000,2.5302419790,11.4795918400,576.4332263000,573.6481642000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2705.0000000000,2.4678320590,11.3857142900,355.6794645000,503.0511033000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2706.0000000000,2.4648203790,10.1653061200,135.4090327000,237.6585173000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2707.0000000000,2.4539827280,10.4469387800,24.7454573800,121.7647854000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2708.0000000000,2.3960573530,11.3857142900,0.0645885560,12.4726612000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2709.0000000000,2.3345487380,11.8551020400,0.0000000000,15.6181118600,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2710.0000000000,1.9573413310,11.4795918400,0.0000000000,9.3272105410,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2711.0000000000,1.5125579840,11.0102040800,0.0000000000,6.1817598820,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2712.0000000000,1.2476180890,9.9775510200,0.0000000000,18.7635625200,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2713.0000000000,1.0978474690,9.5081632650,0.0000000000,2.1471010780,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2714.0000000000,1.0243580840,8.9448979590,0.0000000000,0.0024756290,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2715.0000000000,1.0662578060,9.5081632650,0.0000000000,6.1817598820,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2716.0000000000,1.2041136040,9.8836734690,0.0000000000,0.0024756290,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2717.0000000000,1.5226701940,9.8836734690,2.6633771900,0.0000000000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2718.0000000000,2.1323485090,11.0102040800,40.2147353700,3.0363092240,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2719.0000000000,2.6117112170,11.3857142900,174.7931672000,65.8889943800,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2720.0000000000,2.8402691400,12.9816326500,375.3906828000,174.6065291000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2721.0000000000,2.9150115600,12.2306122400,602.1554327000,121.7647854000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2722.0000000000,3.0006355970,10.5408163300,770.1978895000,82.3036771400,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2723.0000000000,3.0347533130,9.0387755100,881.0440854000,237.6585173000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2724.0000000000,2.9769598360,9.0387755100,903.4079057000,174.6065291000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2725.0000000000,2.9080868950,7.8183673470,811.6825123000,216.6411879000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2726.0000000000,2.7857071740,8.0061224490,777.3003056000,412.5479093000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2727.0000000000,2.6547100910,7.6306122450,689.9627836000,382.3801780000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2728.0000000000,2.5206353800,7.8183673470,449.2728116000,300.7105055000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2729.0000000000,2.4807361180,8.0061224490,276.6722156000,237.6585173000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2730.0000000000,2.3920124690,8.3816326530,142.7452242000,174.6065291000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2731.0000000000,2.3686005050,8.6632653060,29.6846804300,65.8889943800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2732.0000000000,2.2592787240,8.7571428570,0.0000000000,2.1471010780,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2733.0000000000,2.1133111750,9.0387755100,0.0000000000,0.0024756290,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2734.0000000000,1.8069991520,9.4142857140,0.0000000000,1.7181759880,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2735.0000000000,1.4357711390,9.3204081630,0.0000000000,9.3272105410,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2736.0000000000,1.1705894300,8.8510204080,0.0000000000,49.5898409700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2737.0000000000,0.9980443560,8.2877551020,0.0000000000,82.3036771400,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2738.0000000000,0.8791599420,8.3816326530,0.0000000000,41.4402642600,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2739.0000000000,0.8614855580,8.1000000000,0.0000000000,65.8889943800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2740.0000000000,0.8835565550,9.8836734690,0.0000000000,134.9184882000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2741.0000000000,0.9146186260,11.2918367300,2.6633771900,57.7394176700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2742.0000000000,0.9960658800,10.5408163300,10.6535087600,49.5898409700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2743.0000000000,1.2953872880,10.2591836700,55.9309210000,121.7647854000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2744.0000000000,1.6803327340,10.0714285700,174.6568243000,57.7394176700,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2745.0000000000,1.9653651500,9.6020408160,274.5690309000,82.3036771400,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2746.0000000000,2.1092443080,9.2265306120,396.0519934000,174.6065291000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2747.0000000000,2.1804254710,8.3816326530,432.4816223000,258.6758467000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2748.0000000000,2.1251600470,8.5693877550,470.6396815000,442.7156407000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2749.0000000000,1.9665742190,8.0061224490,270.3092110000,195.6238585000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2750.0000000000,1.8425457680,8.4755102040,181.9778868000,322.0447154000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2751.0000000000,1.7718921980,8.9448979590,123.2217237000,573.6481642000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2752.0000000000,1.6943359460,11.0102040800,69.6985507500,472.8833720000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2753.0000000000,1.7949084670,11.5734693900,119.8263179000,95.4573799000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2754.0000000000,1.7631869040,12.1367346900,37.2872806600,41.4402642600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2755.0000000000,1.7076357000,11.1979591800,10.6535087600,3.0363092240,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2756.0000000000,1.6203629330,11.0102040800,0.0000000000,6.1817598820,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2757.0000000000,1.5312216060,11.1040816300,0.0000000000,3.0363092240,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2758.0000000000,1.3420573350,9.6959183670,0.0000000000,33.2906875500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2759.0000000000,1.0342284800,9.6020408160,0.0000000000,74.0385710900,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2760.0000000000,0.7123304650,9.1326530610,0.0000000000,82.3036771400,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2761.0000000000,0.5184618170,8.6632653060,0.0000000000,65.8889943800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2762.0000000000,0.4154931430,8.3816326530,0.0000000000,82.3036771400,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2763.0000000000,0.3853983270,8.1938775510,0.0000000000,21.9090131800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2764.0000000000,0.4270562350,8.3816326530,0.0000000000,49.5898409700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2765.0000000000,0.4523147760,8.6632653060,2.6633771900,65.8889943800,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2766.0000000000,0.4316726780,9.6959183670,34.6239034700,49.5898409700,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2767.0000000000,0.6138463350,10.1653061200,90.5548244700,25.1411108500,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2768.0000000000,0.9310839410,11.3857142900,45.2774122400,15.6181118600,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2769.0000000000,1.2351317080,11.6673469400,101.2083332000,9.3272105410,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2770.0000000000,1.4727686370,11.8551020400,216.8564141000,57.7394176700,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2771.0000000000,1.6570966340,12.2306122400,540.6050794000,134.9184882000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2772.0000000000,1.6718252880,12.8877551000,603.2999385000,216.6411879000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2773.0000000000,1.4856726960,12.5122449000,694.8249481000,653.7098459000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2774.0000000000,1.3333300580,12.7938775500,592.0619772000,174.6065291000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2775.0000000000,1.3100939590,13.3571428600,604.6598737000,352.2124467000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2776.0000000000,1.2614014700,13.1693877600,527.0171475000,472.8833720000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2777.0000000000,1.3615782960,12.6061224500,270.1228903000,412.5479093000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2778.0000000000,1.5248685000,12.0428571400,86.7562174200,148.0721909000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2779.0000000000,1.5244508220,10.5408163300,7.9901315710,15.6181118600,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2780.0000000000,1.5208675830,10.3530612200,0.0000000000,0.8603258090,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2781.0000000000,1.5191529040,11.1979591800,0.0000000000,195.6238585000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2782.0000000000,1.4313525430,11.4795918400,0.0000000000,9.3272105410,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2783.0000000000,1.1119166310,11.2918367300,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2784.0000000000,0.8862384890,10.7285714300,0.0000000000,0.8603258090,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2785.0000000000,0.7543401010,11.6673469400,0.0000000000,2.5760261680,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2786.0000000000,0.7047023410,12.6061224500,0.0000000000,33.2906875500,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2787.0000000000,0.7572198830,13.4510204100,0.0000000000,161.2258937000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2788.0000000000,0.9528471750,13.3571428600,0.0000000000,148.0721909000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2789.0000000000,1.3378365860,13.1693877600,0.0000000000,195.6238585000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2790.0000000000,2.0886681600,13.0755102000,5.3267543810,412.5479093000,1.0000000000,0.0000000000,0.0000000000,9042.8916666667
2791.0000000000,2.6270334130,13.3571428600,29.2971490900,382.3801780000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2792.0000000000,2.9195400710,13.7326530600,58.5942981900,322.0447154000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2793.0000000000,3.0249268830,12.4183673500,93.2182016600,279.6931761000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2794.0000000000,3.1448664840,10.2591836700,130.5054823000,412.5479093000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2795.0000000000,3.2890753880,10.1653061200,118.3101107000,503.0511033000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2796.0000000000,3.2516821950,9.7897959180,152.8788200000,472.8833720000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2797.0000000000,3.1708504660,10.0714285700,88.8561602100,573.6481642000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2798.0000000000,3.0912497890,10.8224489800,112.7031093000,503.0511033000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
2799.0000000000,2.9870720460,10.4469387800,90.5548244700,653.7098459000,0.0000000000,1.0000000000,3.5086419667,9042.8916666667
